benchmark_version	semantic_scope	steps	seed_step_index	incoming_divisor	first_carry_runtime_step	first_carry_instruction	first_carry_pc	first_carry_raw_acc	max_abs_raw_acc	execution_surface_supports_seed	note
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	35	1	51	MulMemory(32)	50	48768	48768	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	36	1	45	MulMemory(28)	44	87872	223104	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	37	1	13	MulMemory(15)	12	44688	2617216	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	38	1	51	MulMemory(32)	50	52608	52608	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	39	1	45	MulMemory(28)	44	87872	226944	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	40	1	13	MulMemory(15)	12	44688	2613376	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	41	1	51	MulMemory(32)	50	56448	56448	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	42	1	45	MulMemory(28)	44	87872	230784	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	43	1	13	MulMemory(15)	12	44688	2609536	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	44	1	51	MulMemory(32)	50	60288	60288	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	45	1	45	MulMemory(28)	44	87872	234624	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	47	46	1	13	MulMemory(15)	12	44688	2605696	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	0	1					1288	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	1	1					7304	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	2	1					6536	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	3	1	45	MulMemory(28)	44	87872	180864	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	4	1	13	MulMemory(15)	12	44688	2659456	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	5	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	6	1	45	MulMemory(28)	44	87872	184704	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	7	1	13	MulMemory(15)	12	44688	2655616	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	8	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	9	1	45	MulMemory(28)	44	87872	188544	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	10	1	13	MulMemory(15)	12	44688	2651776	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	11	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	12	1	45	MulMemory(28)	44	87872	192384	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	13	1	13	MulMemory(15)	12	44688	2647936	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	14	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	15	1	45	MulMemory(28)	44	87872	196224	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	16	1	13	MulMemory(15)	12	44688	2644096	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	17	1					25736	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	18	1	45	MulMemory(28)	44	87872	200064	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	19	1	13	MulMemory(15)	12	44688	2640256	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	20	1					29576	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	21	1	45	MulMemory(28)	44	87872	203904	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	22	1	13	MulMemory(15)	12	44688	2636416	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	23	1	51	MulMemory(32)	50	33408	33408	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	24	1	45	MulMemory(28)	44	87872	207744	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	25	1	13	MulMemory(15)	12	44688	2632576	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	26	1	51	MulMemory(32)	50	37248	37248	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	27	1	45	MulMemory(28)	44	87872	211584	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	28	1	13	MulMemory(15)	12	44688	2628736	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	29	1	51	MulMemory(32)	50	41088	41088	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	30	1	45	MulMemory(28)	44	87872	215424	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	31	1	13	MulMemory(15)	12	44688	2624896	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	32	1	51	MulMemory(32)	50	44928	44928	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	33	1	45	MulMemory(28)	44	87872	219264	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	34	1	13	MulMemory(15)	12	44688	2621056	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	35	1	51	MulMemory(32)	50	48768	48768	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	36	1	45	MulMemory(28)	44	87872	223104	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	37	1	13	MulMemory(15)	12	44688	2617216	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	38	1	51	MulMemory(32)	50	52608	52608	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	39	1	45	MulMemory(28)	44	87872	226944	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	40	1	13	MulMemory(15)	12	44688	2613376	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	41	1	51	MulMemory(32)	50	56448	56448	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	42	1	45	MulMemory(28)	44	87872	230784	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	43	1	13	MulMemory(15)	12	44688	2609536	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	44	1	51	MulMemory(32)	50	60288	60288	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	45	1	45	MulMemory(28)	44	87872	234624	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	46	1	13	MulMemory(15)	12	44688	2605696	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	48	47	1	51	MulMemory(32)	50	64128	64128	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	0	1					1288	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	1	1					7304	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	2	1					6536	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	3	1	45	MulMemory(28)	44	87872	180864	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	4	1	13	MulMemory(15)	12	44688	2659456	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	5	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	6	1	45	MulMemory(28)	44	87872	184704	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	7	1	13	MulMemory(15)	12	44688	2655616	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	8	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	9	1	45	MulMemory(28)	44	87872	188544	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	10	1	13	MulMemory(15)	12	44688	2651776	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	11	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	12	1	45	MulMemory(28)	44	87872	192384	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	13	1	13	MulMemory(15)	12	44688	2647936	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	14	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	15	1	45	MulMemory(28)	44	87872	196224	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	16	1	13	MulMemory(15)	12	44688	2644096	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	17	1					25736	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	18	1	45	MulMemory(28)	44	87872	200064	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	19	1	13	MulMemory(15)	12	44688	2640256	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	20	1					29576	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	21	1	45	MulMemory(28)	44	87872	203904	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	22	1	13	MulMemory(15)	12	44688	2636416	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	23	1	51	MulMemory(32)	50	33408	33408	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	24	1	45	MulMemory(28)	44	87872	207744	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	25	1	13	MulMemory(15)	12	44688	2632576	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	26	1	51	MulMemory(32)	50	37248	37248	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	27	1	45	MulMemory(28)	44	87872	211584	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	28	1	13	MulMemory(15)	12	44688	2628736	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	29	1	51	MulMemory(32)	50	41088	41088	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	30	1	45	MulMemory(28)	44	87872	215424	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	31	1	13	MulMemory(15)	12	44688	2624896	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	32	1	51	MulMemory(32)	50	44928	44928	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	33	1	45	MulMemory(28)	44	87872	219264	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	34	1	13	MulMemory(15)	12	44688	2621056	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	35	1	51	MulMemory(32)	50	48768	48768	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	36	1	45	MulMemory(28)	44	87872	223104	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	37	1	13	MulMemory(15)	12	44688	2617216	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	38	1	51	MulMemory(32)	50	52608	52608	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	39	1	45	MulMemory(28)	44	87872	226944	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	40	1	13	MulMemory(15)	12	44688	2613376	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	41	1	51	MulMemory(32)	50	56448	56448	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	42	1	45	MulMemory(28)	44	87872	230784	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	43	1	13	MulMemory(15)	12	44688	2609536	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	44	1	51	MulMemory(32)	50	60288	60288	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	45	1	45	MulMemory(28)	44	87872	234624	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	46	1	13	MulMemory(15)	12	44688	2605696	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	47	1	51	MulMemory(32)	50	64128	64128	false	first carry at runtime step 51 on MulMemory(32); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	49	48	1	45	MulMemory(28)	44	87872	238464	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	0	1					1288	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	1	1					7304	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	2	1					6536	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	3	1	45	MulMemory(28)	44	87872	180864	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	4	1	13	MulMemory(15)	12	44688	2659456	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	5	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	6	1	45	MulMemory(28)	44	87872	184704	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	7	1	13	MulMemory(15)	12	44688	2655616	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	8	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	9	1	45	MulMemory(28)	44	87872	188544	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	10	1	13	MulMemory(15)	12	44688	2651776	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	11	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	12	1	45	MulMemory(28)	44	87872	192384	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	13	1	13	MulMemory(15)	12	44688	2647936	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	14	1					22344	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	15	1	45	MulMemory(28)	44	87872	196224	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	16	1	13	MulMemory(15)	12	44688	2644096	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	17	1					25736	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	18	1	45	MulMemory(28)	44	87872	200064	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	19	1	13	MulMemory(15)	12	44688	2640256	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	20	1					29576	true	compiled Phase12 runtime stayed carry-free for this seed under the default incoming magnitudes
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	21	1	45	MulMemory(28)	44	87872	203904	false	first carry at runtime step 45 on MulMemory(28); the current execution-proof surface will reject this seed before proving
stwo-phase12-arithmetic-budget-map-v1	phase12_default_seed_arithmetic_headroom_map	50	22	1	13	MulMemory(15)	12	44688	2636416	false	first carry at runtime step 13 on MulMemory(15); the current execution-proof surface will reject this seed before proving
